name,role,category,context
Mr Hopkins,Unknown,tech,"Global blogger action day called

The global web blog community is being called into action to lend support to two imprisoned Iranian bloggers.

The month-old Committee to Protect Bloggers' is asking "
International Bloggers,Unknown,tech,"Global blogger action day called

The global web blog community is being called into action to lend support to two imprisoned Iranian bloggers.

The month-old Committee to Protect Bloggers' is asking "
In August,Unknown,tech,"China net cafe culture crackdown

Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country's government said.

According to the official news agency most of the net cafes"
The Reporters,Unknown,tech,"China net cafe culture crackdown

Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country's government said.

According to the official news agency most of the net cafes"
Without Borders,Unknown,tech,"China net cafe culture crackdown

Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country's government said.

According to the official news agency most of the net cafes"
Carly Fiorina,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Ms Fiorina,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Ms Stefani,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Digital Media,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Digital Entertainment,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Light Scribe,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Asia Aid,Musician,tech,"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard.

The job "
Make Love,Unknown,tech,"Anti-spam screensaver scrapped

A contentious campaign to bump up the bandwidth bills of spammers by flooding their sites with data has been dropped.

Lycos Europe's Make Love, Not Spam campaign began"
Not Spam,Unknown,tech,"Anti-spam screensaver scrapped

A contentious campaign to bump up the bandwidth bills of spammers by flooding their sites with data has been dropped.

Lycos Europe's Make Love, Not Spam campaign began"
World Community,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Extra Terrestrial,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Human Proteome,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Folding Project,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Development Programme,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
World Health,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Community Grid,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Elain Gallin,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Doris Duke,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Charitable Foundation,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
United Devices,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Smallpox Research,Unknown,tech,"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems.

Launched this week, the World Community Grid will use idle computer time to te"
Consumer Electronics,Politician,tech,"TV future in the hands of viewers

With home theatre systems, plasma high-definition TVs, and digital video recorders moving into the living room, the way people watch TV will be radically different i"
Adam Hume,Politician,tech,"TV future in the hands of viewers

With home theatre systems, plasma high-definition TVs, and digital video recorders moving into the living room, the way people watch TV will be radically different i"
Tim Hanlon,Politician,tech,"TV future in the hands of viewers

With home theatre systems, plasma high-definition TVs, and digital video recorders moving into the living room, the way people watch TV will be radically different i"
